"Dataset_ID","Site_Name","Latitude","Longitude","Elevation","Continent","Pollen.based.Reconstruction","MPI.ESM_GLAC1D","MPI.ESM_ICE6G","CLIMBER.X_GLAC1D","CLIMBER.X_ICE6G","TRACE.21K.I_ICE5G","TRACE.21K.II_ICE5G"
1852,"Park Pond 1",43.46806,-109.959,2705,"North America",4,6,6,7,7,6,6
1854,"Park Pond 2",43.45,-109.941,2714,"North America",4,6,6,7,7,6,6
1857,"Parkhill Creek",43.18,-81.75,181,"North America",3,3,3,3,3,6,7
1859,"Pasacaco Pond",41.51,-71.45,3,"North America",3,3,3,2,2,4,6
1860,"Pashennoe",49.36771,75.39858,871,"Asia",3,3,6,3,3,6,7
1862,"Pass Lake",48.56,-88.74,250,"North America",4,3,3,3,3,4,6
1864,"Lac Patricia",56.67,-64.68,538,"North America",4,4,4,4,3,8,8
1866,"Lake Patzcuaro",19.58333,-101.583,2044,"North America",2,6,5,7,1,6,6
1868,"Paynter Marsh",44.1,-78.34,188,"North America",4,3,3,3,3,4,7
1880,"Puerto Edén",-49.1333,-74.4167,50,"South America",3,4,4,4,4,3,3
1882,"Ped Pond",67.2,-142.067,211,"North America",4,8,8,4,8,8,8
1883,"Peggy Lake",49.48,-92,470,"North America",3,3,3,3,3,6,6
1888,"Perch Lake",51.65139,-100.899,701,"North America",3,3,3,3,3,6,6
1890,"Lac Petel",50.56,-66.29,270,"North America",4,4,4,3,3,8,4
1891,"Peterson Slough",46.96667,-95.3167,460,"North America",3,3,3,3,3,4,4
1892,"Poço Grande",-26.4167,-48.8667,10,"South America",1,2,2,7,5,2,2
1894,"Paramo de Piedras Blancas",9.166667,-70.8333,4080,"South America",6,1,1,1,1,6,6
1904,"Pink Lake",45.47,-75.81,162,"North America",3,3,3,3,3,4,4
1906,"Pixie Lake",48.6,-124.2,70,"North America",4,4,4,3,3,8,4
1961,"Poland Spring Pond",44.03333,-70.35,94,"North America",3,3,3,2,2,4,6
1965,"Porqui Pond",44.93,-79.78,188,"North America",3,3,3,3,3,4,4
1966,"Portage Lake",47.081,-94.113,397,"North America",3,3,3,3,3,4,4
1968,"Portage Bog",46.67361,-64.075,8,"North America",3,3,3,3,6,4,6
1970,"Posy Lake",37.93746,-111.696,2653,"North America",3,3,6,6,6,6,6
1974,"Powers Fort Swale",36.6,-90.5833,91,"North America",3,2,6,2,2,7,6
1979,"Priyatnoye Lake",61.03333,151.7167,980,"Asia",8,8,8,4,4,8,8
1980,"Protection Bog",42.62222,-78.4667,430,"North America",3,3,3,3,3,4,7
1981,"Point Escuminac",47.075,-64.8,6,"North America",3,3,3,3,6,4,6
1982,"Chesapeake Bay, Potomac River",38.02694,-76.22,0,"North America",3,6,6,2,2,6,6
1984,"Chesapeake Bay, Patuxent River (2-P-5)",38.33333,-76.3097,0,"North America",3,6,6,2,2,6,6
1987,"Puyuk Lake",63.5,-162.21,15,"North America",4,6,8,4,4,8,8
2004,"Queens Lake",64.11667,-110.567,480,"North America",4,4,4,4,4,8,8
2006,"Quicksand Pond",34.33,-84.87,285,"North America",2,6,6,2,2,6,7
2011,"Radtke Lake",43.4,-88.1,274,"North America",3,3,3,3,3,7,7
2016,"Tourbière de la Rivière-aux-Feuilles",58.23278,-72.0669,200,"North America",4,4,4,4,3,8,8
2022,"Ra Lake",65.23603,-126.414,330,"North America",3,4,4,4,4,8,8
2023,"Ramsay Lake",45.6,-76.1,200,"North America",3,3,3,3,3,4,4
2025,"Ranger Lake",67.13883,-153.637,820,"North America",4,8,8,4,4,8,8
2026,"Rapid Lake",42.72889,-109.194,3134,"North America",4,6,6,7,7,6,6
2028,"Rattle Lake",49.35,-92.7,460,"North America",4,3,3,3,3,6,6
2030,"Rayburn's Dome",32.46667,-93.1667,61,"North America",2,2,5,2,2,2,2
2045,"Rebel Lake",67.41667,-149.8,914,"North America",4,8,8,4,8,8,8
2047,"Redondo Lake",67.68333,-155.033,460,"North America",4,8,8,4,4,8,8
2048,"Vallée de l'Albion",45.67,-71.33,320,"North America",3,3,3,3,3,4,4
2049,"Redrock Lake",40.08,-105.54,3095,"North America",3,6,6,7,7,6,6
2050,"Redstone Lake",67.25,-152.6,914,"North America",4,8,8,4,4,8,8
2053,"Reidel Lake",46.21194,-95.2842,443,"North America",3,3,3,3,3,4,4
2054,"Reindeer Lake",69.11667,-132.167,3,"North America",4,4,4,4,4,8,8
2061,"Chesapeake Bay, Rhode River",38.88639,-76.3947,0,"North America",3,6,6,2,2,6,6
2065,"Rice Lake",48.00942,-101.54,620,"North America",3,3,3,3,3,4,4
2068,"R Lake",54.30556,-84.5583,147,"North America",4,3,3,3,3,8,4
2069,"Río Kaluyo",-16.4333,-68.1333,4070,"South America",6,3,3,7,7,3,2
2262,"L'Anse aux Meadows Road Cut Bog",51.6,-55.53,0,"North America",4,4,4,3,3,8,4
2266,"Robinson's Pond",48.26,-58.81,32,"North America",4,3,3,3,3,8,4
2267,"Lac des Roches Moutonnées",56.76667,-64.8167,410,"North America",4,4,4,4,3,8,8
2268,"Rock Island Lake",62.16667,149.5,870,"Asia",4,8,8,4,4,8,8
2270,"Rogers Lake",41.3525,-72.2992,11,"North America",3,3,3,2,2,4,6
2286,"Lac Romer",45.97,-73.33,18,"North America",3,3,3,3,3,4,4
2287,"Rose Swamp",44.18,-79.44,228,"North America",3,3,3,3,3,4,7
2289,"Rose Lake",41.9,-77.92,690,"North America",3,3,3,3,3,4,7
2292,"Ross Pond",43.92,-69.49,37,"North America",3,3,3,2,2,4,6
2297,"Lake RS29",73.13333,-95.2833,180,"North America",8,8,8,4,4,8,8
2314,"Rutz Lake",44.87083,-93.859,314,"North America",3,3,3,3,3,4,4
2318,"Ryerse Lake",46.13194,-85.1792,259,"North America",3,3,3,3,3,4,4
2323,"Sajama",-18.1667,-68.8833,4250,"South America",8,3,3,7,7,3,2
2324,"Sakana Lake",67.43333,-147.85,640,"North America",4,8,8,4,8,8,8
2326,"Salado",-35.3333,-69.75,3200,"South America",6,3,3,6,6,6,6
2328,"Salina 2",-32.25,-69.3333,2000,"South America",6,6,6,6,6,6,6
2335,"Sanabria Marsh",42.1,-6.73333,1050,"Europe",3,6,6,3,3,3,3
2338,"San Joaquin Marsh",33.65833,-117.858,2,"North America",6,6,6,5,7,6,6
2341,"Sarnia Elk Site Section",42.98,-82.32,185,"North America",3,3,3,3,3,6,7
2342,"Lac Manitou",46.06,-74.37,454,"North America",3,3,3,3,3,4,4
2343,"Lac aux Quenouilles",46.17,-74.38,403,"North America",3,3,3,3,3,4,4
2348,"SC1 Pond",54.41667,-131.907,550,"North America",4,4,6,4,4,8,8
2351,"Screaming Yellowlegs Pond",67.58333,-151.417,650,"North America",4,8,8,4,4,8,8
2352,"Seagull Lake",68.25,-145.18,637,"North America",4,8,8,4,8,8,8
2362,"Selitkan-1 Exposure",53.21667,135.05,1320,"Asia",3,4,8,3,3,8,6
2367,"LD Lake",50.14,-67.13,122,"North America",3,4,4,3,3,8,4
2369,"Mouth of Sergeevka River",49.23333,142.0833,2,"Asia",3,4,4,2,7,4,6
2373,"Saint-Francois de Sales",48.29389,-72.1469,358,"North America",3,4,3,3,3,6,4
2377,"Shaws Bog",45.01667,-64.1833,30,"North America",3,3,3,3,6,4,6
2378,"Mont Shefford",45.35889,-72.5847,282,"North America",3,3,3,3,3,4,4
2381,"Sherd Lake",44.2697,-107.012,2665,"North America",4,6,6,7,7,6,6
2382,"Shouldice Lake",45.15,-81.42,206,"North America",3,3,3,3,3,4,4
2384,"Silver Lake",44.56,-63.64,69,"North America",3,3,3,3,6,4,6
2385,"Silver Lake",40.35434,-83.8125,332,"North America",3,3,3,3,3,7,7
2391,"Sinkhole Pond",43.96,-70.34,95,"North America",3,3,3,2,2,4,6
2476,"Sleet Lake",69.28333,-133.583,30,"North America",4,4,4,4,4,8,8
2576,"Slough Creek Pond",44.93333,-110.35,1884,"North America",4,3,3,6,6,4,4
2579,"Smorodinovoye Lake",64.76651,141.1036,800,"Asia",8,8,8,6,4,8,8
2580,"Snowshoe Lake",57.16,-119.97,900,"North America",4,4,4,4,3,8,8
2583,"Sosednee Lake",62.16667,149.5,822,"Asia",4,8,8,4,4,8,8
2586,"Spirit Lake",46.47,-86.9583,203,"North America",3,3,3,3,3,4,4
2588,"Splains Lake",38.83164,-107.078,3165,"North America",3,6,6,7,7,6,6
2590,"Spring Lake",55.51139,-119.583,835,"North America",4,6,6,4,3,8,8
2591,"Spring Lake",41.68,-76.35,342,"North America",3,3,3,3,3,4,7
2593,"Spruce Pond",41.23687,-74.1833,223,"North America",3,3,3,2,2,4,7
2598,"Stages Pond",39.67,-82.94,212,"North America",3,3,3,2,2,7,7
2603,"Saint John Island Pond",53.92276,-58.9169,137,"North America",4,4,4,3,3,8,6
2611,"Sulphur Lake",60.95,-137.958,847,"North America",4,8,8,4,8,8,8
2612,"Suminskoye Zaimitschye Peat Exposure",55,80.25,135,"Asia",4,3,3,3,3,6,6
2615,"Surprise Lake",49.31969,-122.562,540,"North America",4,4,4,3,3,8,4
2617,"Sutherland Pond",41.39139,-74.0378,380,"North America",3,3,3,2,2,4,7
2619,"Swamp Lake",37.95,-119.83,1554,"North America",3,6,6,6,6,6,6
2620,"Swan Lake",41.72106,-102.499,1164,"North America",3,3,3,6,6,4,4
2622,"Sweet Little Lake",67.65,-132.017,244,"North America",4,4,4,4,4,8,8
2623,"Szabo Pond",40.4,-74.4833,29,"North America",3,6,6,2,2,6,6
2624,"Tamarack Creek",44.15,-91.45,244,"North America",3,3,3,3,3,7,6
2625,"Tangle Lakes",63.02944,-146.063,867,"North America",4,8,8,4,4,8,8
2626,"Tannersville Bog",41.03888,-75.2638,277,"North America",3,3,3,3,3,4,7
2629,"Taupawshas Bog",41.275,-70.0583,14,"North America",3,3,3,2,2,4,6
2631,"Taylor Lake",46.10056,-123.907,4,"North America",3,3,3,3,3,4,4
2637,"Ten Mile Lake",63.12,-145.55,1000,"North America",4,8,8,4,4,8,8
2642,"Tiinkdhul Lake",66.56,-143.15,189,"North America",4,8,8,4,8,8,8
2643,"Tikhangou Exposure",42.83333,132.7833,4,"Asia",3,3,3,2,2,4,6
2644,"Tioga Pass Pond",37.90833,-119.258,3018,"North America",4,6,6,6,6,6,6
2645,"Titicut Swamp",41.95,-71.0333,20,"North America",3,3,3,2,2,4,6
2647,"Toboggan Lake",50.81531,-114.599,1480,"North America",4,4,4,3,3,8,4
2650,"Tom' River Peat",56.16667,84,100,"Asia",3,4,4,3,3,8,4
2651,"Tonawa Lake",44.85,-77.18,274,"North America",3,3,3,3,3,4,4
2654,"Lac à la Tortue",45.55,-73.32,137,"North America",3,3,3,3,3,4,4
2661,"Tuktoyaktuk 5",69.04938,-133.451,60,"North America",4,4,4,4,4,8,8
2663,"Lake Tulane",27.58613,-81.5034,32,"North America",2,2,5,1,7,2,2
2665,"Tumbre 1",-23.3167,-67.7833,3920,"South America",6,7,7,7,7,6,6
2669,"Tunturi Lake",55.01667,-67.5,610,"North America",4,4,4,3,3,8,6
2673,"Tuskegee Pond",35.58472,-84.2106,240,"North America",3,6,6,2,2,6,6
2880,"Twin Lakes",37.46906,-108.103,3290,"North America",3,6,6,7,7,6,6
2882,"Tyrrell Lake",66.05,-135.656,660,"North America",4,8,8,4,8,8,8
2888,"Upper Graven Lake",46.19,-95.31,446,"North America",3,3,3,3,3,4,4
2890,"Upper Mallot Lake",47.30833,-84.2583,422,"North America",3,3,3,3,3,4,4
2892,"Upper South Branch Pond",46.09012,-68.8933,300,"North America",3,3,3,3,6,4,6
2899,"Mallín Vaca Lauquen",-36.8581,-71.0485,1450,"South America",8,3,3,6,6,6,6
2901,"Valle Laguna Victoria",8.808333,-70.7917,3250,"South America",1,1,1,1,1,6,6
2902,"Valhalla Hollow",44.30861,-74.3708,480,"North America",3,3,3,2,2,4,7
2903,"Van Nostrand Lake",44,-79.38,297,"North America",3,3,3,3,3,4,7
2904,"Vechernii River",63.28333,147.75,800,"Asia",4,8,8,4,4,8,8
2905,"Venyukovka-1 Exposure",47.11667,138.5833,5,"Asia",3,4,4,3,3,4,4
2919,"Volo Bog",42.35154,-88.1848,229,"North America",3,3,3,3,3,7,6
2922,"Walker Lake",48.52917,-124.002,950,"North America",4,4,4,3,3,8,4
2925,"Watchtower Basin",52.78333,-117.083,2257,"North America",4,4,4,4,4,8,6
2943,"Water Conservation Area 2A, Site 2 (Site F1)",26.35972,-80.3706,5,"North America",6,2,5,1,7,2,2
2944,"Water Conservation Area 2A, Site 3 (Site U3)",26.2875,-80.4114,5,"North America",3,2,5,1,7,2,2
2948,"Wentzel's Pond",46.95,-94.95,435,"North America",3,3,3,3,3,4,4
2951,"Whitney's Gulch",51.51667,-57.3,98,"North America",4,4,4,3,3,8,4
2953,"Whyac Lake",48.67222,-124.844,15,"North America",4,4,4,3,3,8,4
2954,"Wien Lake",64.35,-151.29,305,"North America",4,8,8,4,4,8,8
2955,"Wilcox Pass",52.24167,-117.217,2355,"North America",4,4,4,4,4,8,6
2959,"Winneconnet Pond",41.97,-71.13,20,"North America",3,3,3,2,2,4,6
2961,"Wintergreen Lake",42.4,-85.3833,271,"North America",3,3,3,3,3,7,7
2962,"Wild Spear Lake",59.25,-114.15,880,"North America",4,3,3,4,3,8,8
3031,"Wolsfeld Lake",45.00502,-93.5728,292,"North America",3,3,3,3,3,4,4
3032,"Wolverine Lake",46.42917,-85.6611,259,"North America",3,3,3,3,3,4,4
3033,"Wonder Lake",63.47,-150.88,610,"North America",4,8,8,4,4,8,8
3035,"Wood Lake",45.34,-90.08,464,"North America",3,3,3,3,3,4,4
3039,"Woski Pond",37.725,-119.625,1212,"North America",3,6,6,6,6,6,6
3041,"Wylde Bog",43.9,-80.4,484,"North America",3,3,3,3,3,4,7
3042,"Wylde Lake",43.91,-80.4,484,"North America",3,3,3,3,3,4,7
3043,"Yarlington Tier",-42.5436,147.3006,650,"Indopacific",2,3,3,2,2,6,3
3046,"Lac Yelle",48.51,-79.64,356,"North America",3,3,3,3,3,4,4
3047,"Yellow Dog Pond",46.75493,-87.9425,445,"North America",3,3,3,3,3,4,4
3048,"Yesterday Lake",56.76667,-119.483,1050,"North America",4,4,4,4,3,8,8
3051,"Found Lake",45.55,-78.64,488,"North America",3,3,3,3,3,4,4
3054,"Head Lake",37.71109,-105.741,2300,"North America",3,6,6,7,7,6,6
3056,"Como Lake",37.56953,-105.514,3523,"North America",3,6,6,7,7,6,6
3058,"Basswood Road Lake/Splan Pond",45.25397,-67.3317,106,"North America",3,3,3,3,6,4,6
3074,"Lagoa da Curuça",-0.76667,-47.85,35,"South America",1,1,1,1,1,1,1
3078,"Kirgirlakh Stream, Berelyekh River Basin",62.66667,147.9833,700,"Asia",4,8,8,4,4,8,8
3125,"E Lake",50.69095,-99.6584,735,"North America",3,3,3,3,3,6,6
3126,"Ferndale Bog",34.40556,-95.8083,263,"North America",3,6,6,2,2,6,6
3130,"Heart Lake",44.18236,-73.9696,661,"North America",3,3,3,2,2,4,7
3138,"Jacobson Lake",46.41694,-92.7169,324,"North America",3,3,3,3,3,4,4
3149,"John Klondike Bog",60.35667,-123.647,460,"North America",4,4,4,4,4,8,8
3452,"Kellys Hollow",45.3,-90.35,470,"North America",3,3,3,3,3,4,4
3454,"Marais de Keswick",44.19583,-79.5128,221,"North America",3,3,3,3,3,4,7
3471,"Lake BI2",57.11667,-76.3783,210,"North America",4,4,4,4,4,8,6
3473,"Lake Mary",46.25,-89.9,488,"North America",3,3,3,3,3,4,4
3482,"Lake of the Clouds",48.14256,-91.1125,462,"North America",3,3,3,3,3,4,4
3483,"Lake of the Clouds",48.14256,-91.1125,462,"North America",3,3,3,3,3,4,4
3484,"Lake Louise",30.725,-83.2583,49,"North America",2,2,5,2,2,2,2
3485,"McNearney Lake",46.42694,-84.952,264,"North America",3,3,3,3,3,4,4
3486,"McNearney Lake",46.42694,-84.952,264,"North America",3,3,3,3,3,4,4
3487,"Medicine Lake",44.98419,-97.3501,519,"North America",3,3,3,3,6,4,4
3492,"Lake Minnie",47.24476,-95.0077,430,"North America",3,3,3,3,3,4,4
3493,"Mohawk Pond",41.81115,-73.2927,360,"North America",3,3,3,2,2,4,7
3500,"Patschke Bog",30.36667,-97.1167,142,"North America",2,6,6,2,2,2,2
3501,"Pittsburg Basin",38.90363,-89.1898,162,"North America",3,2,2,2,2,7,7
3558,"Pogonia Bog Pond",45.04,-93.63,292,"North America",3,3,3,3,3,4,4
3559,"Portage Marsh",41.57611,-87.2225,189,"North America",3,3,3,3,3,7,7
3561,"Potato Lake",34.46222,-111.345,2205,"North America",3,6,6,6,6,6,6
3563,"Pretty Lake",41.57,-85.25,294,"North America",3,3,3,3,3,7,7
3565,"Saint-Raymond",46.89194,-71.8078,160,"North America",3,3,3,3,3,4,4
3568,"Rice Lake",46.92222,-95.575,443,"North America",3,3,3,3,3,4,4
3610,"Lagoa Campestre de Salitre",-19,-46.7667,980,"South America",1,5,2,1,1,6,6
3611,"San Agustin Plains",33.86667,-108.25,2069,"North America",6,6,6,6,6,6,6
3771,"Snow Lake",56.63333,-63.8833,522,"North America",4,4,4,4,3,8,8
3774,"Spiritwood Lake",47.0747,-98.5866,437,"North America",3,3,3,3,3,4,4
3781,"Stewart's Dark Lake",45.3,-91.45,335,"North America",3,3,3,3,3,4,4
3830,"Upper Wallface Pond",44.1483,-74.0557,948,"North America",3,3,3,2,2,4,7
3839,"Weslemkoon Lake",45.03333,-77.4333,316,"North America",3,3,3,3,3,4,4
3840,"White Pond",34.16759,-80.7762,90,"North America",2,6,6,2,2,6,6
3861,"Achit-Nur",49.48079,90.49975,1435,"Asia",3,4,4,3,6,6,6
3866,"Aholammi",61.8947,25.21692,114,"Europe",3,4,4,4,4,8,4
3870,"Alsa",43.11778,-4.01667,560,"Europe",3,3,6,6,6,3,3
3876,"Amtkel 1",43.28333,41.29167,1860,"Europe",3,3,3,6,6,6,6
3879,"Allt na Feithe Sheilich",57.31333,-3.90841,595,"Europe",4,3,3,3,3,6,6
3883,"Arkutino Lake",42.32984,27.72455,0,"Europe",3,6,6,6,6,6,6
3884,"Arkutino Lake",42.32984,27.72455,0,"Europe",3,6,6,6,6,6,6
3889,"Lake Varna",43.19554,27.82777,0,"Europe",3,6,6,6,6,6,6
3892,"Altenweiher",48.01333,6.994444,926,"Europe",3,3,3,3,6,6,3
3893,"Atxuri",43.25028,-1.55111,500,"Europe",3,3,6,6,6,3,3
3902,"Bebrukas Lake",54.08528,24.12111,149,"Europe",3,3,3,3,3,6,4
3926,"Besbog",41.73302,23.52418,2240,"Europe",3,6,3,6,6,6,6
3927,"Beysehir Gölü",37.54167,31.5,1120,"Europe",3,6,6,6,6,6,6
3928,"Bezdonnoe",62.03333,32.76667,123,"Europe",4,4,4,4,4,8,4
3931,"Bjärsjöholmssjön",55.45396,13.78026,50,"Europe",3,3,3,3,3,6,4
3935,"Bláto",49.04174,15.19097,645,"Europe",3,3,3,3,3,4,4
3938,"Bledowo Lake",52.54316,20.67577,78,"Europe",8,3,3,3,3,6,4
3946,"Boehnigsee Goldmoos",46.25917,7.843056,2058,"Europe",4,3,3,3,6,6,3
3972,"La Caudelais",47.25444,-1.80028,1,"Europe",3,3,3,3,7,3,3
3975,"Chabada Lake",61.97684,129.3779,290,"Asia",4,8,8,3,3,8,8
3977,"Lac de Chambedaze",45.44444,2.875278,1182,"Europe",3,3,3,3,3,3,6
4005,"Cueto de la Avellanosa",43.11667,-4.36417,1320,"Europe",3,3,6,6,6,3,3
4010,"Daba-Nur",48.18924,98.76251,2465,"Asia",6,8,8,8,8,8,6
4011,"Dags Mosse",58.32288,14.70652,96,"Europe",3,3,3,3,3,6,4
4017,"Dlinnoe",62.31667,33.85,66,"Europe",4,4,4,4,4,8,4
4024,"Dürrenecksee-Moor",47.16667,13.86667,1700,"Europe",4,3,3,3,6,4,4
4040,"Fjällnas",62.61594,12.13394,780,"Europe",4,4,4,4,4,8,4
4042,"Lake Flarken",58.55679,13.67319,109,"Europe",3,3,3,3,3,6,4
4045,"Flögeln",53.66667,8.763889,2,"Europe",3,3,3,3,3,6,6
4047,"Mobeche Forest",48.51667,-1,200,"Europe",3,3,3,3,7,6,7
4050,"Grande Brière",47.36667,-2.25,80,"Europe",3,6,3,3,7,6,6
4053,"Fougères",48.51667,-0.83333,186,"Europe",3,3,3,3,7,6,7
4055,"Fougères",48.51667,-0.83333,186,"Europe",3,3,3,3,7,6,7
4056,"Le Fourneau",48.44444,-0.19167,276,"Europe",3,3,3,3,7,6,7
4058,"Fuchsschwanzmoos",47.11667,13.9,1680,"Europe",4,3,3,3,6,4,4
4059,"Giecz",52.32201,17.3655,100,"Europe",8,3,3,3,3,6,4
4078,"Gotnavolok",62.2,33.8,88,"Europe",4,4,4,4,4,8,4
4081,"Gun-Nur",50.2618,106.6188,600,"Asia",4,6,4,3,3,8,6
4092,"Hirvilampi",60.62404,24.25122,114,"Europe",3,4,4,4,4,8,4
4102,"Hubsugul",50.6286,100.2267,1645,"Asia",4,4,4,3,3,8,6
4107,"Imatu Mire",59.10972,27.50783,45,"Europe",3,3,3,3,3,4,4
4115,"Isokärret",60.2149,22.79906,16,"Europe",4,4,4,4,4,8,4
4120,"Jasiel",49.3705,21.8875,680,"Europe",3,3,3,6,6,6,4
4133,"Kaarkotinlampi",61.41513,25.86881,104,"Europe",4,4,4,4,4,8,4
4134,"Kaartlamminsuo",60.73814,24.21983,115,"Europe",4,4,4,4,4,8,4
4136,"Kangerjoki",66.12667,28.99524,288,"Europe",4,4,4,4,4,8,6
4137,"Kararmik Batakligi",38.425,30.8,1000,"Europe",3,6,6,6,6,6,6
4138,"Karasieozerskoe",56.76667,60.75,230,"Asia",4,4,4,3,3,8,4
4143,"Kaz Gölü",40.28333,36.15,540,"Europe",8,6,6,3,3,6,6
4145,"Kepskoe",65.08333,32.16667,124,"Europe",4,4,4,4,4,8,6
4147,"Khimaditis Ib",40.6279,21.59921,560,"Europe",6,7,6,6,6,6,6
4148,"Khimaditis III",40.6125,21.58611,560,"Europe",3,7,6,6,6,6,6
4151,"Kirkkosaari",60.85774,24.49056,83,"Europe",4,4,4,4,4,8,4
4154,"Kluki",54.70694,17.28472,1,"Europe",8,3,3,3,3,6,4
4156,"Lake Kolmilaträsk",60.29171,20.14137,12,"Europe",4,3,3,4,4,6,6
4161,"Köycegiz Gölü",36.875,28.64167,20,"Europe",3,7,7,6,7,7,7
4162,"Krageholmssjön",55.50078,13.74492,43,"Europe",3,3,3,3,3,6,4
4168,"Kuivajarvi",60.78455,23.85616,97,"Europe",4,4,4,4,4,8,4
4169,"Kunyok",67.83333,33.66667,220,"Europe",4,6,6,4,4,8,8
4170,"Kupena",41.98333,24.33333,1356,"Europe",3,6,3,6,6,6,6
4171,"Kupena",41.98333,24.33333,1356,"Europe",3,6,3,6,6,6,6
4181,"Lalaxkärret",60.14759,21.86014,20,"Europe",4,4,4,4,4,8,4
4183,"Landshaftnoe",64.56667,30.53333,207,"Europe",4,4,4,4,4,8,6
4184,"Laguna de la Roya",42.13552,-6.79364,1608,"Europe",3,6,6,3,3,3,3
4186,"Col des Lauzes",44.76722,6.536944,1834,"Europe",4,3,3,2,3,6,3
4197,"Le Grand Lemps",45.47333,5.416667,680,"Europe",3,3,3,3,6,3,6
4200,"Lilla Gloppsjön",59.80167,14.62333,198,"Europe",4,4,4,3,3,8,4
4203,"Liivjarve Bog",59.30546,27.57509,46,"Europe",4,3,3,3,3,4,4
4209,"Loch Lomond Ross Dubh",56.14813,-4.6259,8,"Europe",3,3,3,3,3,6,6
4216,"Logné",47.32833,-1.50111,4,"Europe",3,3,3,3,7,3,3
4223,"Luganskoe",43.72186,40.70077,2428,"Europe",3,3,3,6,6,6,6
4225,"Lutinière",46.44444,-0.86222,4,"Europe",6,3,3,3,7,3,3
4245,"Maksimkin Yar",58.69524,86.78552,150,"Asia",4,4,4,3,3,8,4
4247,"Maleshevska Mountains Peat Bog",41.7,23.03333,1720,"Europe",3,6,3,6,6,6,6
4251,"Loch Maree",57.68456,-5.454,60,"Europe",4,3,3,3,3,6,6
4256,"Lago di Martignano",42.11301,12.31706,204,"Europe",3,6,6,2,7,6,3
4258,"Vitosha Mountains Peat Bog",42.54718,23.2917,2160,"Europe",3,6,3,6,6,6,6
4259,"Mayralampi",62.34206,26.23393,118,"Europe",3,4,4,4,4,8,4
4269,"Mokré louky (South)",49.00223,14.77806,428,"Europe",3,3,3,3,6,4,4
4275,"Lago Grande di Monticchio",40.93124,15.60519,656,"Europe",3,2,6,2,6,3,3
4279,"Morrone Birkwoods",56.9975,-3.4325,425,"Europe",3,3,3,3,3,6,6
4283,"Mossen",60.12146,21.58979,17,"Europe",4,4,4,4,4,8,4
4286,"Mukkavaara",68.91667,21,535,"Europe",8,4,4,4,4,8,8
4304,"Lake Nero",57.18333,39.45139,93,"Europe",3,4,4,3,3,4,4
4311,"Lac Noir",45.45194,2.622778,842,"Europe",3,3,3,3,3,3,6
4317,"Lake Nuochaga",61.30058,129.5558,260,"Asia",4,8,8,3,3,8,8
4320,"Oltush Lake",51.69667,23.95667,158,"Europe",3,3,3,3,3,6,4
4323,"Ospitale",44.15556,10.78,1225,"Europe",3,6,6,2,7,6,3
4330,"Lago Padule",44.3,10.22,1187,"Europe",3,6,6,2,7,6,3
4340,"Pelléautier",44.52222,6.183333,875,"Europe",3,6,6,2,3,3,4
4347,"Petropavlovka",58.38142,82.9271,100,"Asia",4,4,4,3,3,8,4
4359,"Moulin de Prugnolas",45.84972,1.645833,720,"Europe",3,3,3,3,3,3,3
4362,"Punso",57.68477,27.25948,183,"Europe",3,3,3,3,3,4,4
4363,"Vasikkasuo",64.67355,27.8601,270,"Europe",4,4,4,4,4,8,6
4364,"Puścizna Rękowiańska",49.47269,19.81135,656,"Europe",3,3,3,3,3,4,4
4367,"Quintanar de la Sierra",42.03333,-3.01667,1470,"Europe",3,3,6,6,6,3,3
4369,"Raigastvere Lake",58.59222,26.64967,52,"Europe",3,3,3,3,3,4,4
4374,"Saint Julien de Ratz",45.34833,5.655278,673,"Europe",3,3,3,3,6,6,3
4375,"Grand Ratz le Pellet",45.425,5.608333,682,"Europe",3,3,3,3,6,3,6
4377,"Regetovka",49.42377,21.27779,515,"Europe",3,3,3,6,6,6,4
4378,"Řežabinec",49.25165,14.08929,369,"Europe",3,3,3,3,6,4,4
4380,"Ribnoe",43.63846,41.14052,2156,"Europe",3,3,3,6,6,6,6
4382,"Rotsee",47.07556,8.325556,419,"Europe",3,3,3,3,6,6,3
4383,"Rotsee",47.07556,8.325556,419,"Europe",3,3,3,3,6,6,3
4385,"Little Loch Roag",58.13333,-6.88333,27,"Europe",6,3,3,3,3,6,6
4392,"Rukatunturi",66.16667,29.15,462,"Europe",4,4,4,4,4,8,6
4397,"Lake Skrzetuszewskie",52.54984,17.35631,109,"Europe",3,3,3,3,3,6,4
4402,"Saldropo",43.05,-2.71667,625,"Europe",3,3,6,6,6,3,3
4405,"Särkikangas",65.91702,29.18661,265,"Europe",4,4,4,4,4,8,6
4410,"Sérent",47.80944,-2.46806,75,"Europe",3,6,3,3,7,6,6
4411,"Sérent",47.80944,-2.46806,75,"Europe",3,6,3,3,7,6,6
4415,"Shombashuo",65.09296,32.96292,100,"Europe",4,4,4,4,4,8,6
4417,"Sibista",43.23333,41.43056,2160,"Europe",3,3,3,6,6,6,6
4420,"Siikasuo",61.3,22.06667,35,"Europe",4,4,4,4,4,8,4
4421,"Loch Sionascaig",58.0725,-5.194,74,"Europe",4,3,3,3,3,6,6
4423,"Saint Sixte",45.42583,5.628611,720,"Europe",3,3,3,3,6,6,3
4424,"Saint Sixte",45.42583,5.628611,720,"Europe",3,3,3,3,6,6,3
